,bus_company_name,departure_time,pick_up_point,arrival_time,drop_of_point,start_point,destination,rating_safety,rating_info_accuracy,Thông tin đầy đủ,rating_staff_attitude,rating_comfort,rating_service_quantity,rating_punctuality,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,departure_date,duration_minutes,route
733,Liên Hưng,21:00:00,Other,06:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
734,Quang Hạnh,20:15:00,Other,04:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
735,Liên Hưng,19:30:00,Văn phòng,00:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,315,Sài Gòn - Nha Trang
736,Liên Hưng,19:20:00,Other,02:30:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,420000000,16.0,Saturday,11-10-2025,430,Sài Gòn - Nha Trang
737,Liên Hưng,23:30:00,Other,08:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
738,Tài Phát Limousine,20:30:00,Other,03:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
739,Quang Hạnh,20:55:00,Other,03:45:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,24,430000000,420000000,2.0,Saturday,11-10-2025,410,Sài Gòn - Nha Trang
740,Liên Hưng,19:00:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
741,Cúc Tùng,20:30:00,Other,05:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
742,Liên Hưng,19:00:00,Other,05:15:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,450000000,8.0,Saturday,11-10-2025,615,Sài Gòn - Nha Trang
743,Liên Hưng,23:15:00,Other,07:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,465,Sài Gòn - Nha Trang
744,Cúc Tùng,20:00:00,Other,05:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,555,Sài Gòn - Nha Trang
745,Quang Hạnh,20:30:00,Other,04:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
746,Tài Phát Limousine,20:30:00,Bến xe,03:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
747,Liên Hưng,22:30:00,Other,07:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
748,Liên Hưng,21:00:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,350000000,29.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
749,Liên Hưng,20:00:00,Bến xe,00:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,285,Sài Gòn - Nha Trang
750,Phúc An Express,22:30:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
751,Tuấn Tú Express,21:00:00,Other,04:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
752,Liên Hưng,21:30:00,Other,07:39:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,609,Sài Gòn - Nha Trang
753,Phương Nam,22:45:00,Other,07:07:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,22,440000000,440000000,0.0,Saturday,11-10-2025,502,Sài Gòn - Nha Trang
754,Tuấn Tú Express,12:50:00,Other,21:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
755,Cúc Tùng,23:30:00,Other,07:45:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn - Nha Trang
756,Liên Hưng,07:30:00,Other,17:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,313000000,250000000,20.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
757,Liên Hưng,21:30:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
758,Tuấn Tú Express,13:21:00,Other,21:31:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
759,Tuấn Tú Express,19:51:00,Other,04:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
760,Hà Linh,18:30:00,Other,03:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,22,300000000,290000000,3.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
761,Liên Hưng,21:00:00,Other,06:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
762,Liên Hưng,22:45:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,465,Sài Gòn - Nha Trang
763,Liên Hưng,20:15:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,290000000,12.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
764,Liên Hưng,20:00:00,Bến xe,02:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
765,Liên Hưng,23:00:00,Other,07:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,480,Sài Gòn - Nha Trang
766,Khang Thịnh,18:50:00,Bến xe,03:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
767,Khang Thịnh,19:10:00,Other,03:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,500,Sài Gòn - Nha Trang
768,Khang Thịnh,19:05:00,Bến xe,03:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
769,Phúc An Express,22:30:00,Other,05:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
770,Liên Hưng,09:30:00,Other,19:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
771,Rạng Đông Buslines,19:30:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
772,Liên Hưng,19:45:00,Other,02:30:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,420000000,16.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
773,Rạng Đông Buslines,18:00:00,Bến xe,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,465,Sài Gòn - Nha Trang
774,Rạng Đông Buslines,16:31:00,Other,22:46:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,34,500000000,400000000,20.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
775,Mạnh Hùng,16:30:00,Bến xe,02:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,Saturday,11-10-2025,595,Sài Gòn - Nha Trang
776,Khang Thịnh,18:55:00,Other,03:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,500,Sài Gòn - Nha Trang
777,Mạnh Hùng,18:30:00,Văn phòng,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,400,Sài Gòn - Nha Trang
778,Phúc Yên,16:55:00,Other,01:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,525,Sài Gòn - Nha Trang
779,Tuấn Hiệp,01:20:00,Other,11:10:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.0,1234,36,280000000,280000000,0.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
780,Phúc Yên,16:30:00,Bến xe,01:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,550,Sài Gòn - Nha Trang
781,Cúc Tùng,06:00:00,Văn phòng,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
782,Nguyên Khang Limousine,20:00:00,Other,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,Saturday,11-10-2025,225,Sài Gòn - Nha Trang
783,Tài Phát Limousine,19:15:00,Other,02:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,410,Sài Gòn - Nha Trang
784,Tài Phát Limousine,19:30:00,Other,02:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,395,Sài Gòn - Nha Trang
785,Năm Rùm,16:10:00,Bến xe,02:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
786,Nguyên Khang Limousine,18:15:00,Bến xe,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,Saturday,11-10-2025,330,Sài Gòn - Nha Trang
787,Tuấn Tú Express,18:01:00,Other,01:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
788,Tuấn Tú Express,14:00:00,Other,21:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
789,Tuấn Tú Express,21:01:00,Other,04:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
790,Tuấn Tú Express,14:31:00,Other,21:31:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
791,Tuấn Tú Express,16:50:00,Other,01:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
792,Tuấn Tú Express,19:50:00,Other,04:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
793,Tuấn Tú Express,18:00:00,Other,01:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
794,Tuấn Tú Express,16:51:00,Other,01:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
795,Phúc Yên,16:30:00,Bến xe,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,24,400000000,400000000,0.0,Saturday,11-10-2025,555,Sài Gòn - Nha Trang
796,Tuấn Tú Express,13:20:00,Other,21:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,46,450000000,290000000,36.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
797,Phương Anh,18:15:00,Other,03:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.3,248,44,350000000,315000000,10.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
798,Liên Hưng,09:05:00,Other,16:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
799,Quang Hạnh,18:30:00,Other,02:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
800,Liên Hưng,07:00:00,Other,16:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
801,Quang Hạnh,18:45:00,Other,03:25:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
802,Liên Hưng,11:20:00,Other,18:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
803,Quang Hạnh,18:15:00,Other,02:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
804,Cúc Tùng,20:30:00,Bến xe,05:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
805,Cúc Tùng,20:00:00,Other,05:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
806,Dũng Thuỷ Express,18:00:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
807,Quang Hạnh,18:25:00,Other,03:25:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
808,Cúc Tùng,23:30:00,Other,07:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn - Nha Trang
809,Cúc Tùng,19:30:00,Văn phòng,05:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
810,Hưng Thịnh,18:30:00,Other,03:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.8,4.9,4.9,4.8,4.8,5.0,4.9,91,24,550000000,450000000,18.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
811,Hà Linh,19:15:00,Other,03:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,32,390000000,280000000,28.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
812,Cúc Tùng,04:00:00,Bến xe,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,665,Sài Gòn - Nha Trang
813,Cúc Tùng,20:30:00,Other,05:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,525,Sài Gòn - Nha Trang
814,Liên Hưng,18:30:00,Văn phòng,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,360,Sài Gòn - Nha Trang
815,Cúc Tùng,05:00:00,Văn phòng,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
816,Liên Hưng,19:00:00,Bến xe,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,330,Sài Gòn - Nha Trang
817,Dũng Thuỷ Express,18:30:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
818,Phúc An Express,20:15:00,Other,03:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
819,Quang Hạnh,19:55:00,Other,04:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
820,Cúc Tùng,19:00:00,Văn phòng,05:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
821,Phúc An Express,20:00:00,Văn phòng,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,430,Sài Gòn - Nha Trang
822,Cúc Tùng,07:30:00,Bến xe,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
823,Cúc Tùng,06:30:00,Văn phòng,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
824,Cúc Tùng,06:00:00,Bến xe,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
825,Phúc An Express,20:45:00,Other,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,385,Sài Gòn - Nha Trang
826,Cúc Tùng,07:00:00,Bến xe,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
827,Tín Phát Limousine,18:00:00,Other,01:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.9,54,24,450000000,405000000,10.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
828,Ngàn Hà,18:30:00,Văn phòng,01:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,61,22,500000000,400000000,20.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
829,Liên Hưng,19:45:00,Other,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,240,Sài Gòn - Nha Trang
830,Liên Hưng,20:00:00,Other,05:50:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,313000000,280000000,11.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
831,Cúc Tùng,06:30:00,Bến xe,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
832,Phúc An Express,20:15:00,Other,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
