bus_name,bus_rating,seat_type,departure_time,pick_up_point,duration,arrival_time,drop_of_point,departure_date,original_price,sale_price,percent_discount,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,start_point,destination,bus_rating_score,bus_rating_count
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,9:01,• Bến xe Giáp Bát,2h30m,11:31,• Bến xe Phía Bắc Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,20:01,• Bến xe Giáp Bát,2h30m,22:31,• Bến xe Phía Bắc Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 24 phòng,18:01,• Bến xe Nước Ngầm,2h30m,20:31,• Bến xe phía Tây Thanh Hóa,,250000.0,250000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,2h,15:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,2h,12:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,2h30m,17:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,2h30m,20:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,2h,22:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,9:00,• Văn Phòng Hà Nội,2h30m,11:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,8:00,• Văn Phòng Hà Nội,2h30m,10:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,9:00,• Văn Phòng Hà Nội,2h,11:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,7:00,• Văn Phòng Hà Nội,2h,9:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,2h30m,19:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,7:00,• Văn Phòng Hà Nội,2h30m,9:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,2h30m,18:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,2h,16:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,2h,14:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,15:00,• Văn Phòng Hà Nội,2h,17:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,8:00,• Văn Phòng Hà Nội,2h,10:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,12:00,• Văn Phòng Hà Nội,2h30m,14:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,10:00,• Văn Phòng Hà Nội,2h30m,12:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,2h30m,21:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,19:00,• Văn Phòng Hà Nội,2h,21:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,20:00,• Văn Phòng Hà Nội,2h30m,22:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,17:00,• Văn Phòng Hà Nội,2h,19:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,13:00,• Văn Phòng Hà Nội,2h30m,15:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,16:00,• Văn Phòng Hà Nội,2h,18:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,18:00,• Văn Phòng Hà Nội,2h,20:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,2h,13:00,• Văn phòng Bỉm Sơn,,180000.0,180000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,11:00,• Văn Phòng Hà Nội,2h30m,13:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Đức Phát (Thanh Hóa),4.7 (87),Limousine 11 chỗ,14:00,• Văn Phòng Hà Nội,2h30m,16:30,• Văn phòng Hậu Lộc,,200000.0,200000.0,0,,4.8,4.7,4.7,4.6,4.7,4.6,4.8,Hà Nội,Thanh Hóa,4.7,87
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:00,• Bến xe Nước Ngầm,3h,18:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,14:30,• Bến xe Nước Ngầm,3h30m,18:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:30,• Bến xe Nước Ngầm,3h,19:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,3h,18:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:30,• Bến xe Nước Ngầm,3h,22:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,3h,21:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,3h,20:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,17:30,• Bến xe Nước Ngầm,3h30m,21:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,12:30,• Bến xe Nước Ngầm,3h,15:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,3h30m,0:00,• Văn Phòng Nghi Sơn,(16/10),230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,20:30,• Bến xe Nước Ngầm,3h,23:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,21:00,• Bến xe Nước Ngầm,3h,0:00,• Bến xe phía bắc Thanh Hóa,(16/10),230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,18:30,• Bến xe Nước Ngầm,3h30m,22:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,15:30,• Bến xe Nước Ngầm,3h30m,19:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,16:00,• Bến xe Nước Ngầm,3h,19:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,19:00,• Bến xe Nước Ngầm,3h,22:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,8:30,"• Bến xe Nước Ngầm, Hà Nội",2h,10:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,12:40,"• Bến xe Nước Ngầm, Hà Nội",2h,14:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,19:30,"• Bến xe Nước Ngầm, Hà Nội",2h,21:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,17:20,"• Bến xe Giáp Bát, Hà Nội",2h30m,19:50,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",,300000.0,300000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,10:30,"• Bến xe Nước Ngầm, Hà Nội",2h,12:30,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,23:40,"• Bến xe Nước Ngầm, Hà Nội",2h,1:40,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",(16/10),390000.0,390000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 34 chỗ,22:20,"• Bến xe Nước Ngầm, Hà Nội",2h,0:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",(16/10),200000.0,200000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,19:30,"• Bến xe Giáp Bát, Hà Nội",2h30m,22:00,"• Nút giao Hà Lĩnh, Hà Trung, Thanh Hóa",,500000.0,500000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,14:20,"• Bến xe Nước Ngầm, Hà Nội",2h,16:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",,390000.0,390000.0,0,,4.9,4.7,4.8,4.8,4.8,4.7,4.8,Hà Nội,Thanh Hóa,4.8,318
Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:00,• Văn phòng Hà Nội,2h30m,13:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:00,• Văn phòng Hà Nội,2h30m,14:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:00,• Văn phòng Hà Nội,2h30m,12:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:00,• Văn phòng Hà Nội,2h30m,19:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,9:00,• Văn phòng Hà Nội,2h30m,11:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 9 chỗ,7:00,• Văn phòng Hà Nội,2h30m,9:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:00,• Văn phòng Hà Nội,2h30m,16:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:00,• Văn phòng Hà Nội,2h30m,17:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:00,• Văn phòng Hà Nội,2h30m,15:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:00,• Văn phòng Hà Nội,2h30m,20:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,22:30,• Bến xe Nước Ngầm,3h,1:30,• Big C Thanh Hóa,(16/10),350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:00,• Văn phòng Hà Nội,2h30m,21:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,20:00,• Văn phòng Hà Nội,2h30m,22:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:00,• Văn phòng Hà Nội,2h30m,0:30,• Văn phòng Nghi Sơn,(16/10),280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,23:00,• Văn phòng Hà Nội,2h30m,1:30,• Văn phòng Nghi Sơn,(16/10),280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:00,• Văn phòng Hà Nội,2h30m,18:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:45,• Nhổn,4h45m,1:30,• Big C Thanh Hóa,(16/10),370000.0,370000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:15,• Ngã 4 Chợ Gạch,5h15m,1:30,• Big C Thanh Hóa,(16/10),370000.0,370000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,21:00,• Thăng Long Number One,4h30m,1:30,• Big C Thanh Hóa,(16/10),350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Phú Quý,4.3 (468),Limousine giường phòng 22 phòng (WC) (new),14:10,• Bến xe Nước Ngầm,3h,17:10,• BigC Thanh Hóa,,400000.0,400000.0,0,,4.4,4.3,4.4,4.5,4.1,4.2,4.9,Hà Nội,Thanh Hóa,4.3,468
Phú Quý,4.3 (468),Limousine giường phòng 32 chỗ (WC),9:50,• Bến xe Nước Ngầm,3h,12:50,• BigC Thanh Hóa,,300000.0,300000.0,0,,4.4,4.3,4.4,4.5,4.1,4.2,4.9,Hà Nội,Thanh Hóa,4.3,468
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:00,• Bến xe Nước Ngầm,3h,8:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:30,• Bến xe Nước Ngầm,3h30m,10:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:00,• Bến xe Nước Ngầm,3h,10:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,9:30,• VP 64 Võ Chí Công,3h25m,12:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,17:30,• VP 64 Võ Chí Công,3h25m,20:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,11:30,• VP 64 Võ Chí Công,3h25m,14:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:00,• Bến xe Nước Ngầm,3h,11:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:00,• Bến xe Nước Ngầm,3h,9:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:00,• Bến xe Nước Ngầm,3h,12:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,4:30,• Bến xe Nước Ngầm,3h,7:30,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:00,• Bến xe Nước Ngầm,3h,8:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,4:00,• Bến xe Nước Ngầm,3h30m,7:30,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,4:00,• Bến xe Nước Ngầm,3h,7:00,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:00,• Bến xe Nước Ngầm,3h,11:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:30,• Bến xe Nước Ngầm,3h30m,13:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:00,• Bến xe Nước Ngầm,3h,8:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:00,• Bến xe Nước Ngầm,3h,8:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,4:30,• Bến xe Nước Ngầm,3h,7:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:30,• Bến xe Nước Ngầm,3h30m,11:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
