bus_company,bus_star,bus_type,departure_time,pick_up_point,duration_h_m,arrival_time,drop_off_point,arrival_date,price_original,price_discount,discount_percent,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,star_rating,num_reviews,duration_minutes,discount_percent_numeric
Tân Quang Dũng,3.8 (2348),Limousine 22 Phòng Đôi (WC),13:01,• Bến Xe An Sương,10h,23:01,• Ngã 3 Thành, ,1000000,1000000, ,Lưu ý đặt phòng,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2348.0,600,
Liên Hưng,4 (12922),Limousine 32 giường (WC),08:30,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,18:00,• Văn Phòng Diên Toàn, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,570,-24.0
Như Ý 78 (Phú Yên),4.6 (135),Limousine 24 phòng,18:00,• Bến xe An Sương (Tp HCM).,8h15m,02:15,• Ngã 3 Thành,(12/10),290000,290000, ,Trung chuyển TP.Tuy Hòa,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.6,135.0,495,
Hiếu Vinh,4.3 (83),Giường nằm 40 chỗ,17:01,• Bến xe An Sương,8h15m,01:16,• Ngã 3 Thành,(12/10),200000,200000, ,Trung chuyển TP.Tuy Hòa,4.6,4.5,4.5,4.5,4.4,4.4,4.5,4.3,83.0,495,
Như Ý 78 (Phú Yên),4.6 (135),Limousine 24 phòng,17:00,• Bến xe Miền Tây,9h45m,02:45,• Ninh Hòa (Dọc Quốc Lộ 1A),(12/10),290000,290000, ,Trung chuyển TP.Tuy Hòa,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.6,135.0,585,
Mười Phương Express,4.2 (165),Luxury 34 phòng,16:00,• Bến Xe 378A Thoại Ngọc Hầu,8h45m,00:45,• Ngã Ba Thành,(12/10),300000,270000,-10%, ,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.2,165.0,525,-10.0
Hiếu Vinh,4.3 (83),Giường nằm 40 chỗ,17:01,• Bến xe An Sương,12h,05:01,• Bến xe Phú Hòa,(12/10),200000,200000, ,Trung chuyển TP.Tuy Hòa,4.6,4.5,4.5,4.5,4.4,4.4,4.5,4.3,83.0,720,
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),20:30,• Bến xe Miền Đông mới,10h35m,07:05,• Bến xe Ninh Hòa,(12/10),562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,635,-47.0
Mười Phương Express,4.2 (165),Limousine 24 phòng đôi,16:30,• Bến Xe 378A Thoại Ngọc Hầu,8h45m,01:15,• Ngã Ba Thành,(12/10),400000,360000,-10%, ,4.8,4.6,4.7,4.8,4.7,4.7,4.4,4.2,165.0,525,-10.0
Hiếu Vinh,4.3 (83),Giường nằm 40 chỗ,16:01,• Bến xe Miền Tây,9h15m,01:16,• Ngã 3 Thành,(12/10),200000,200000, ,Trung chuyển TP.Tuy Hòa,4.6,4.5,4.5,4.5,4.4,4.4,4.5,4.3,83.0,555,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,04:00,• Bến Xe Miền Tây,12h35m,16:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,755,-23.0
Mười Phương Express,4.2 (165),Luxury 34 phòng,18:00,• Bến Xe 34 Tây Lân,6h45m,00:45,• Ngã Ba Thành,(12/10),300000,270000,-10%, ,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.2,165.0,405,-10.0
Hoàng Khang,3.5 (116),Limousine 34 Phòng Đơn,15:00,• Bến xe Miền Tây,8h30m,23:30,• Ngã 3 Thành, ,330000,295000,-11%,Giá vé không bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,3.5,116.0,510,-11.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Văn Phòng Bình Thạnh,11h35m,18:05,• Bến xe Ninh Hòa, ,562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,695,-47.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe Miền Tây,12h35m,17:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,755,-23.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Văn Phòng Bình Thạnh,11h35m,16:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,695,-23.0
Hiếu Vinh,4.3 (83),Giường nằm 40 chỗ,17:01,• Bến xe An Sương,8h45m,01:46,• Ninh Hòa QL1A,(12/10),200000,200000, ,Trung chuyển TP.Tuy Hòa,4.6,4.5,4.5,4.5,4.4,4.4,4.5,4.3,83.0,525,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Bến Xe An Sương - Quầy vé số 10,11h35m,16:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,695,-23.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),07:30,• Bến xe Miền Đông mới,10h35m,18:05,• Bến xe Ninh Hòa, ,562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,635,-47.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),07:30,• Văn phòng quận 5,11h,18:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,660,-23.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),14:00,• Cầu Vượt Linh Xuân,9h,23:00,• Văn Phòng Diên Toàn, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,540,-24.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),13:30,• Văn phòng Bình Thạnh,10h,23:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-23.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),14:00,• Cầu Vượt Linh Xuân,9h30m,23:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,570,-23.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),09:15,• Cầu Vượt Linh Xuân (Quốc Lộ 1A),9h15m,18:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,555,-23.0
An Phú Buslines,4.6 (1205),Limousine 34 Phòng Đơn,18:00,• Bến Xe An Sương.,7h45m,01:45,• Ngã 3 Thành,(12/10),380000,380000, , ,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.6,1205.0,465,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến xe Miền Đông mới,10h35m,16:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,635,-23.0
Tân Quang Dũng,3.8 (2348),Limousine 32 phòng (WC),13:30,• Bến Xe An Sương,10h,23:30,• Ngã 3 Thành, ,400000,400000, ,Lưu ý đặt phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,3.8,2348.0,600,
Liên Hưng,4 (12922),Limousine 32 giường (WC),14:15,• Cầu Vượt Linh Xuân (Quốc Lộ 1A),8h45m,23:00,• Văn Phòng Diên Toàn, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,525,-24.0
An Phú Buslines,4.6 (1205),Limousine 24 Phòng Đơn,19:30,• Văn phòng Tân Phú,7h30m,03:00,• Ngã 3 Thành,(12/10),480000,480000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.6,1205.0,450,
Tân Quang Dũng,3.8 (2348),Limousine 32 phòng (WC),11:00,• Bến Xe An Sương,10h,21:00,• Ngã 3 Thành, ,400000,400000, ,Lưu ý đặt phòng,4.8,4.7,4.7,4.7,4.6,4.6,4.7,3.8,2348.0,600,
Liên Hưng,4 (12922),Limousine 32 giường (WC),13:30,• Ngã 4 An Sương (Quốc Lộ 1A),10h,23:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-23.0
Ngọc Ánh Limousine,4.7 (13),Limousine 24 Phòng,18:30,• Bến xe Ngã 4 Ga,8h15m,02:45,• Ngã 3 Thành,(12/10),500000,500000, , ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.7,13.0,495,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Văn Phòng Bình Thạnh,11h35m,17:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,695,-23.0
Ngọc Ánh Limousine,4.7 (13),Limousine 24 Phòng,17:30,• Bến xe Miền Đông Cũ,9h15m,02:45,• Ngã 3 Thành,(12/10),500000,500000, , ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.7,13.0,555,
Liên Hưng,4 (12922),Limousine 32 giường (WC),14:15,• Cầu Vượt Linh Xuân (Quốc Lộ 1A),9h15m,23:30,• Bến xe Ninh Hòa, ,363000,280000,-23%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,555,-23.0
Ngọc Ánh Limousine,4.7 (13),Limousine 24 Phòng,18:00,• Bãi Xe 39 Quốc Lộ 1A,8h45m,02:45,• Ngã 3 Thành,(12/10),500000,500000, , ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.7,13.0,525,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,19:01,• Bến xe Miền Đông Cũ,7h,02:01,• Ngã 3 Thành,(12/10),500000,500000, , ,4.4,4.3,4.3,4.2,4.0,4.0,4.8,2.8,300.0,420,
Mai Quyên,3.6 (80),Limousine 24 Phòng,21:30,• An Sương,6h15m,03:45,• Ngã 3 Thành,(12/10),500000,500000, , ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,3.6,80.0,375,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến Xe An Sương - Quầy vé số 10,11h35m,17:35,• Bến xe Ninh Hòa, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,695,-23.0
Khang Vy Limousine,4.3 (76),Limousine 34 Phòng,16:00,• Trạm Sài Gòn,7h20m,23:20,• Bến Xe Ninh Hòa, ,450000,450000, ,Thời gian đón/ trả,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.3,76.0,440,
Liên Hưng,4 (12922),Limousine 32 giường (WC),09:15,• Cầu Vượt Linh Xuân (Quốc Lộ 1A),8h45m,18:00,• Văn Phòng Diên Toàn, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,525,-24.0
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,19:02,• Bến xe Miền Đông Cũ,7h,02:02,• Ngã 3 Thành,(12/10),770000,770000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,2.8,300.0,420,
Mạnh Hùng (Bình Định),2.8 (300),Giường nằm 4x chỗ,18:20,• Bến xe Miền Đông Cũ,7h,01:20,• Ngã 3 Thành,(12/10),310000,310000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,2.8,300.0,420,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng Đôi,20:02,• Bến xe Miền Đông Cũ,7h,03:02,• Ngã 3 Thành,(12/10),770000,770000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,2.8,300.0,420,
Mạnh Hùng (Bình Định),2.8 (300),Limousine 22 Phòng,20:00,• Bến xe Miền Đông Cũ,7h,03:00,• Ngã 3 Thành,(12/10),500000,500000, , ,4.4,4.3,4.3,4.2,4.0,4.0,4.8,2.8,300.0,420,
Thanh Thuỷ - Quảng Ngãi,4.5 (935),Limousine 24 Phòng,18:00,• Cổng 5 - Bến xe Miền Đông,8h55m,02:55,• Ngã 3 Thành (Đối diện Cây xăng Petrolimex 11),(12/10),500000,450000,-10%, ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.5,935.0,535,-10.0
Huỳnh Gia,4.7 (8534),Giường nằm 38 chỗ (WC),22:30,• Văn Phòng Phạm Ngũ Lão,6h25m,04:55,• Văn Phòng Phước Hải,(12/10),280000,250000,-11%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,385,-11.0
Huỳnh Gia,4.7 (8534),Giường nằm 34 chỗ (WC),23:00,• Văn Phòng Phạm Ngũ Lão,6h25m,05:25,• Văn Phòng Phước Hải,(12/10),280000,238000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,385,-15.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),20:30,• Văn Phòng Phạm Ngũ Lão,6h55m,03:25,• Văn Phòng Phước Hải,(12/10),480000,450000,-6%, ,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-6.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),22:10,• Văn Phòng Phạm Ngũ Lão,6h55m,05:05,• Văn Phòng Phước Hải,(12/10),480000,408000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-15.0
Huỳnh Gia,4.7 (8534),Giường nằm 34 chỗ (WC),11:00,• Văn Phòng Phạm Ngũ Lão,6h25m,17:25,• Văn Phòng Phước Hải, ,280000,238000,-15%, ,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,385,-15.0
Huỳnh Gia,4.7 (8534),Giường nằm 34 chỗ (WC),11:45,• Văn Phòng Phạm Ngũ Lão,6h25m,18:10,• Văn Phòng Phước Hải, ,280000,238000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,385,-15.0
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine 22 Phòng Đôi Luxury (WC),23:45,• Nhà chờ Phương Trang (Mai Chí Thọ),6h21m,06:06,• Vp Thích Quảng Đức Nha Trang,(12/10),349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,381,-13.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),09:00,• Văn Phòng Phạm Ngũ Lão,6h55m,15:55,• Văn Phòng Phước Hải, ,480000,408000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-15.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),10:00,• Văn Phòng Phạm Ngũ Lão,6h55m,16:55,• Văn Phòng Phước Hải, ,480000,408000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-15.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),12:30,• Văn Phòng Phạm Ngũ Lão,6h55m,19:25,• Văn Phòng Phước Hải, ,480000,408000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-15.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),15:00,• Văn Phòng Phạm Ngũ Lão,6h55m,21:55,• Văn Phòng Phước Hải, ,480000,456000,-5%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-5.0
Khanh Phong,4.7 (16845),Limousine 32 giường nằm (WC),20:00,• Văn Phòng Phạm Ngũ Lão - Quận 1.,5h55m,01:55,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),(12/10),320000,300000,-6%,Quý khách lưu ý,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845.0,355,-6.0
Huỳnh Gia,4.7 (8534),Giường nằm 34 chỗ (WC),22:45,• Văn Phòng Phạm Ngũ Lão,6h25m,05:10,• Văn Phòng Phước Hải,(12/10),280000,238000,-15%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,385,-15.0
Khanh Phong,4.7 (16845),Limousine 20 giường phòng (WC),12:10,• Văn Phòng Phạm Ngũ Lão - Quận 1.,5h55m,18:05,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu), ,480000,450000,-6%,Quý khách lưu ý,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845.0,355,-6.0
Khanh Phong,4.7 (16845),Limousine 20 giường phòng (WC),16:50,• Văn Phòng Phạm Ngũ Lão - Quận 1.,5h55m,22:45,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu), ,480000,450000,-6%,Quý khách lưu ý,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845.0,355,-6.0
Huỳnh Gia,4.7 (8534),Giường nằm 34 chỗ (WC),22:20,• Văn Phòng Phạm Ngũ Lão,6h55m,05:15,• Văn Phòng Phước Hải,(12/10),300000,300000, ,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine phòng 21 đôi (WC),05:15,• Nhà chờ Phương Trang (Mai Chí Thọ),7h35m,12:50,• Vp Thích Quảng Đức Nha Trang, ,349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,455,-13.0
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine 22 Phòng Đôi Luxury (WC),23:25,• Nhà chờ Phương Trang (Mai Chí Thọ),6h21m,05:46,• Vp Thích Quảng Đức Nha Trang,(12/10),349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,381,-13.0
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine phòng 21 đôi (WC),23:30,• Nhà chờ Phương Trang (Mai Chí Thọ),7h35m,07:05,• Vp Thích Quảng Đức Nha Trang,(12/10),349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,455,-13.0
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),22:30,• Văn Phòng Phạm Ngũ Lão,6h55m,05:25,• Văn Phòng Phước Hải,(12/10),480000,456000,-5%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-5.0
Khanh Phong,4.7 (16845),Limousine 20 giường phòng (WC),22:40,• Văn Phòng Phạm Ngũ Lão - Quận 1.,5h55m,04:35,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu),(12/10),480000,450000,-6%,Quý khách lưu ý,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845.0,355,-6.0
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine phòng 21 đôi (WC),12:45,• Nhà chờ Phương Trang (Mai Chí Thọ),7h35m,20:20,• Vp Thích Quảng Đức Nha Trang, ,349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,455,-13.0
Khanh Phong,4.7 (16845),Limousine 20 giường phòng (WC),15:15,• Văn Phòng Phạm Ngũ Lão - Quận 1.,5h55m,21:10,• Co.opmart Nha Trang (Phía mặt tiền đường Tố Hữu), ,480000,450000,-6%,Quý khách lưu ý,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,16845.0,355,-6.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),01:30,• Ngã 4 An Sương (Quốc Lộ 1A),9h,10:30,• Văn Phòng Diên Toàn, ,330000,280000,-15%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,540,-15.0
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:45,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h15m,03:00,• Văn Phòng Nha Trang,(12/10),300000,300000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,375,
Huỳnh Gia,4.7 (8534),Limousine 21 giường phòng (WC),23:00,• Văn Phòng Phạm Ngũ Lão,6h55m,05:55,• Văn Phòng Phước Hải,(12/10),480000,456000,-5%,Lộ trình: Cao tốc (Long Thành - Dầu Giây - Phan Thiết),4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,8534.0,415,-5.0
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine phòng 22 đôi (WC),22:50,• Nhà chờ Phương Trang (Mai Chí Thọ),7h35m,06:25,• Vp Thích Quảng Đức Nha Trang,(12/10),349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,455,-13.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,7h,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,420,-22.0
Phương Nam,4.7 (2431),Giường nằm 32 chỗ (WC),22:35,• Ngã 4 Thủ Đức,8h22m,06:57,• Văn Phòng Chung cư CT2,(12/10),280000,280000, , ,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431.0,502,
Nhật Dương - Bình Minh Bus,4.9 (5826),Limousine phòng 21 đôi (WC),23:15,• Nhà chờ Phương Trang (Mai Chí Thọ),7h35m,06:50,• Vp Thích Quảng Đức Nha Trang,(12/10),349000,304000,-13%,NX xuất HĐ VAT - Hướng đi: Cao tốc,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.9,5826.0,455,-13.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,17:00,• Bến Xe Bàu Bàng,9h5m,02:05,• Ngã 3 Thành,(12/10),520000,450000,-13%,Trung chuyển bệnh viện,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,545,-13.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:15,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),8h15m,06:30,• Văn phòng Nha Trang,(12/10),500000,300000,-40%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,495,-40.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,5h15m,23:45,• Bưu điện Cam Ranh, ,490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,315,-22.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:45,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),8h15m,07:00,• Văn phòng Nha Trang,(12/10),500000,300000,-40%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,495,-40.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),4h45m,23:45,• Bưu điện Cam Ranh, ,490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,285,-22.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,18:12,• AEON MALL Bình Dương,7h53m,02:05,• Ngã 3 Thành,(12/10),520000,450000,-13%,Trung chuyển bệnh viện,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,473,-13.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:00,• Bến Xe Miền Đông cũ (333 ĐBL),7h5m,02:05,• Ngã 3 Thành,(12/10),520000,450000,-13%, ,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,425,-13.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,7h,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,420,-15.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,20:00,• Bến xe Miền Đông mới,9h5m,05:05,• Bưu điện Cam Ranh,(12/10),388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,545,-23.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),19:30,• Củ Chi,10h15m,05:45,• Văn Phòng Diên Toàn,(12/10),373000,320000,-14%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,615,-14.0
Phương Nam,4.7 (2431),Giường nằm 40 chỗ có toilet,22:30,• Ngã 4 Thủ Đức,8h22m,06:52,• Văn Phòng Chung cư CT2,(12/10),240000,240000, , ,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431.0,502,
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),4h25m,23:45,• Bưu điện Cam Ranh, ,490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,265,-22.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:00,• Ngã 4 An Sương (Quốc Lộ 1A),10h,05:00,• Văn Phòng Diên Toàn,(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-15.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Ngã 4 An Sương (Cây xăng Tân Hưng Thuận),9h30m,06:30,• Văn phòng Nha Trang,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,570,-22.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),12:00,• Cầu Vượt Linh Xuân,10h,22:00,• Văn phòng Nha Trang, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-24.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:20,• Ngã 4 An Sương (Quốc Lộ 1A),7h10m,03:30,• Bến Xe Vạn Giã,(12/10),378000,300000,-21%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,430,-21.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,6h,01:30,• Bưu điện Cam Lâm,(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,360,-15.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h,06:00,• Văn Phòng Diên Toàn,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,540,-22.0
